2020-05-07_23:15:45:1588873545,6180676c8037,0.00,1.375MiB,7.694GiB
2020-05-07_23:15:45:1588873545,dc3db27d6526,0.02,1.867MiB,7.694GiB
2020-05-07_23:16:37:1588873597,6180676c8037,0.00,1.375MiB,7.694GiB
2020-05-07_23:16:37:1588873597,dc3db27d6526,0.01,1.867MiB,7.694GiB
2020-05-07_23:16:37:1588873597,fa014efda500,0.00,1.258MiB,7.694GiB
2020-05-07_23:42:18:1588875138,6180676c8037,0.00,1.375MiB,7.694GiB
2020-05-07_23:42:18:1588875138,dc3db27d6526,0.02,1.867MiB,7.694GiB
2020-05-07_23:42:18:1588875138,fa014efda500,0.00,1.258MiB,7.694GiB
